chr	start	end	V4	V6
chr17	17206679	17250977	NM_020201	+
chr17	17380299	17396534	NM_018019	+
chr17	17397752	17399709	NM_016084	-
chr17	17397752	17399709	NM_001199989	-
chr17	17679999	17682843	NR_024007	-
chr17	17717149	17717245	NR_030361	-
chr17	17714662	17740325	NM_004176	-
chr17	17714662	17740325	NM_001005291	-
chr17	17716793	17716859	NR_106835	-
chr17	17876126	17911142	NM_001130092	+
chr17	17876126	17920189	NM_001130090	+
chr17	17876126	17920189	NM_031294	+
chr17	17876126	17911142	NM_001130091	+
chr17	17921333	17942480	NM_145691	-
chr17	18012019	18083116	NM_016239	+
chr17	17991180	18011299	NM_001388	+
chr17	18148130	18162230	NM_002018	-
chr17	18163847	18169095	NM_139162	+
chr17	18163847	18169095	NM_001144900	+
chr17	18148130	18162230	NM_001256265	-
chr17	18177234	18218321	NM_004618	-
chr17	18128935	18148188	NM_004140	+
chr17	18148130	18161870	NM_001256264	-
chr17	18164423	18169095	NM_148886	+
chr17	18281078	18292960	NM_001145127	+
chr17	18231173	18266877	NM_001281786	-
chr17	18231173	18266877	NM_004169	-
chr17	18325494	18328647	NR_001443	+
chr17	18231173	18266877	NM_148918	-
chr17	18343221	18346208	NR_073414	+
chr17	18314472	18317702	NR_104343	+
chr17	18244127	18244200	NR_106836	-
chr17	18380098	18398259	NM_001040078	+
chr17	18427879	18430160	NR_026809	-
chr17	18414575	18424566	NR_003554	-
chr17	18569235	18576494	NR_026718	-
chr17	18561741	18585572	NM_001145045	-
chr17	18538841	18547740	NM_001039397	-
chr17	18684581	18710026	NM_016078	+
chr17	18647325	18682662	NM_001267586	+
chr17	18647325	18682662	NM_001267585	+
chr17	18647325	18682662	NR_051988	+
chr17	18625401	18639431	NM_001037330	+
chr17	18759611	18834599	NM_001243942	+
chr17	18768781	18834599	NM_001243940	+
chr17	18761380	18834599	NM_002767	+
chr17	18761380	18834599	NM_001243941	+
chr17	18759611	18834599	NM_001243936	+
chr17	18874380	18908060	NM_001039999	-
chr17	18923989	18950336	NM_006613	-
chr17	18996525	19000876	NM_001291904	+
chr17	18996525	19000876	NM_001291905	+
chr17	19122694	19127043	NM_001291904	+
chr17	19030781	19062148	NM_001129778	+
chr17	19057836	19062185	NM_001291904	-
chr17	19057836	19062185	NM_001291905	-
chr17	19122694	19127043	NM_001291905	+
chr17	19140689	19240028	NM_001102664	+
chr17	19246482	19266046	NM_015681	-
chr17	19140689	19240028	NM_148921	+
chr17	19246482	19266046	NM_001243473	-
chr17	19247818	19247887	NR_031591	-
chr17	19140689	19240028	NM_014964	+
chr17	19174705	19177701	NR_046824	+
chr17	19199908	19209574	NR_048576	-
chr17	19281773	19286857	NM_139034	+
chr17	19286754	19290532	NM_001198695	-
chr17	19281773	19286857	NM_002749	+
chr17	19281033	19286857	NM_139032	+
chr17	19286754	19290532	NM_002404	-
chr17	19314490	19320589	NM_007148	+
chr17	19281033	19286857	NM_139033	+
chr17	19437166	19482346	NM_018242	+
chr17	19460872	19461024	NR_003025	+
chr17	19460872	19461024	NR_003022	+
chr17	19581627	19620043	NM_152908	-
chr17	19552063	19580908	NM_000382	+
chr17	19581627	19620043	NM_001099646	-
chr17	19641297	19651746	NM_000691	-
chr17	19641297	19648772	NM_001135168	-
chr17	19641297	19648925	NM_001135167	-
chr17	19581627	19620043	NM_001256663	-
chr17	19552063	19580904	NM_001031806	+
chr17	19674142	19771239	NM_001142610	-
chr17	19674142	19771239	NM_014683	-
chr17	19807764	19881169	NM_007202	-
chr17	20059306	20142743	NM_001243438	+
chr17	20059306	20142743	NM_001033554	+
chr17	20224486	20305504	NR_023380	+
chr17	20320604	20322363	NR_126160	+
chr17	20404826	20407811	NR_029393	-
chr17	20353175	20370848	NM_001042685	-
chr17	20483036	20484224	NM_001190790	+
chr17	20615758	20641178	NR_073509	+
chr17	20771745	20808543	NR_104185	+
chr17	20766707	20799453	NM_001004306	-
chr17	20902905	20946352	NM_015276	-
chr17	20841832	20885670	NR_123730	+
chr17	21030240	21095285	NM_015510	+
chr17	20978868	20993926	NR_110896	+
chr17	20978868	20993926	NR_110895	+
chr17	21187967	21218551	NM_145109	+
chr17	21191347	21218551	NM_002756	+
chr17	21142183	21156578	NM_152914	-
chr17	21308447	21320482	NM_001194958	+
chr17	21279698	21323179	NM_021012	+
chr17	21431570	21454941	NM_001113434	-
chr17	21825369	21826499	NR_028336	+
chr17	21904061	21913070	NR_027084	+
chr17	22022436	22023991	NM_001190452	+
chr17	25621105	25640645	NM_015626	+
chr17	25620935	25621022	NR_039748	-
chr17	25621105	25640645	NM_134265	+
chr17	25745030	25758649	NR_033892	+
chr17	25958173	25976586	NM_002308	+
chr17	25958173	25976586	NM_009587	+
chr17	25958173	25976586	NR_024043	+
chr17	26083791	26127555	NM_000625	-
chr17	26574469	26575315	NR_002181	+
chr17	26553588	26555085	NR_003064	+
chr17	26662547	26674035	NM_021137	+
chr17	26655350	26662515	NM_001267778	-
chr17	26687676	26687757	NR_039875	+
chr17	26684686	26689089	NM_152464	+
chr17	26721660	26733230	NM_001242366	-
chr17	26694298	26697373	NM_000638	-
chr17	26673653	26684612	NM_015584	-
chr17	26646120	26655711	NM_014573	+
chr17	26673653	26684612	NM_001290145	-
chr17	26721660	26733230	NM_080669	-
chr17	26655350	26662515	NM_174887	-
chr17	26691289	26692173	NM_001080837	-
chr17	26698682	26728055	NM_015077	+
chr17	26655350	26662515	NM_001267777	-
chr17	26655350	26662515	NM_001267776	-
chr17	26655350	26662515	NM_001267775	-
chr17	26655350	26662515	NM_001267774	-
chr17	26800663	26824798	NM_001145975	+
chr17	26850958	26865175	NM_003593	+
chr17	26800663	26824798	NM_003984	+
chr17	26800663	26824798	NR_027384	+
chr17	26926150	26944395	NR_040012	+
chr17	26880405	26898887	NM_033198	-
chr17	26975373	26989207	NR_045585	-
chr17	26934981	26941211	NM_001174103	-
chr17	26904582	26926056	NM_006461	-
chr17	26900132	26903951	NM_005165	-
chr17	26873724	26879646	NM_005148	-
chr17	26975373	26989190	NM_006923	-
chr17	26873724	26879646	NM_054035	-
chr17	26941457	26972177	NM_014680	-
chr17	27047567	27047634	NR_000013	+
chr17	27049599	27049671	NR_000010	+
chr17	27050698	27050772	NR_000009	+
chr17	27071022	27077976	NM_004295	+
chr17	27051365	27053949	NM_001160407	-
chr17	27041298	27044908	NM_001144942	-
chr17	27041298	27044908	NM_031934	-
chr17	27055831	27069784	NM_178170	+
chr17	27030533	27038872	NM_152465	-
chr17	27041298	27045286	NM_001142625	-
chr17	27041298	27045286	NM_001144943	-
chr17	27041298	27045286	NM_001142624	-
chr17	27046999	27051374	NM_000984	+
chr17	27041298	27045286	NM_001256277	-
chr17	27041298	27045286	NM_001256276	-
chr17	27050446	27050509	NR_000014	+
chr17	27051365	27053230	NM_138463	-
chr17	27043010	27044908	NM_001256281	-
chr17	27041298	27045286	NM_001256278	-
chr17	27182042	27188072	NM_005702	+
chr17	27188550	27188636	NR_029685	-
chr17	27206356	27224715	NM_004475	-
chr17	27188388	27188456	NR_039876	+
chr17	27188672	27188748	NR_039885	-
chr17	27188386	27188458	NR_029970	-
chr17	27224798	27230089	NM_144683	-
chr17	27281946	27333081	NM_001098635	-
chr17	27369917	27384236	NM_016518	+
chr17	27281946	27333081	NM_178860	-
chr17	27281946	27333458	NM_001290202	-
chr17	27400538	27402627	NM_004740	-
chr17	27400527	27507407	NM_078471	-
chr17	27400527	27507407	NM_203318	-
chr17	27582853	27621166	NM_020772	-
chr17	27573874	27581502	NM_005208	+
chr17	27717679	27717748	NR_039749	+
chr17	27887688	27894042	NM_198147	-
chr17	27900486	27916610	NM_014030	-
chr17	27895738	27900175	NM_138349	+
chr17	27900486	27916610	NM_001085454	-
chr17	27941773	27948441	NM_032854	-
chr17	27920526	27941779	NM_152345	+
chr17	28521336	28562986	NM_001045	-
chr17	28443824	28513493	NM_001261467	+
chr17	28444096	28444190	NR_029945	+
chr17	28444103	28444178	NR_036149	-
chr17	28443824	28513493	NM_032141	+
chr17	28575212	28619184	NM_000386	-
chr17	28643365	28661065	NM_206832	-
chr17	28707495	28796675	NM_001199775	+
chr17	28705941	28796675	NM_001304	+
chr17	28951335	28953825	NR_033420	+
chr17	28886583	28890509	NM_015594	+
chr17	28903482	28964484	NR_015341	+
chr17	29036625	29097068	NR_024187	+
chr17	29159022	29222295	NM_024857	+
chr17	29109701	29151778	NM_015986	-
chr17	29109701	29151778	NR_073118	-
chr17	29302352	29303017	NR_002221	+
chr17	29297955	29326929	NM_001184992	+
chr17	29248753	29286211	NM_018404	+
chr17	29297955	29326927	NM_032322	+
chr17	29297955	29326927	NM_197939	+
chr17	29421367	29421443	NR_039886	-
chr17	29630787	29641130	NM_006495	-
chr17	29643427	29648767	NM_014210	-
chr17	29643427	29648767	NM_001003927	-
chr17	29861900	29861989	NR_039877	+
chr17	29902287	29902377	NR_039878	+
chr17	29887014	29887102	NR_029710	+
chr17	29902429	29902540	NR_029856	+
chr17	30190189	30228729	NM_018428	-
chr17	30178883	30186326	NM_018405	-
chr17	30348154	30380519	NM_052888	+
chr17	30367354	30369851	NR_033412	+
chr17	30477386	30478590	NR_002222	-
chr17	30593194	30651680	NM_138328	+
chr17	30655459	30669228	NM_022344	-
chr17	30677156	30697468	NM_003457	+
chr17	30677127	30677221	NR_030362	+
chr17	30677156	30697468	NM_001032293	+
chr17	30677156	30697468	NM_001098507	+
chr17	30814104	30818271	NM_003885	+
chr17	31318881	31324892	NM_173847	+
chr17	31254927	31268667	NM_015544	+
chr17	31254927	31268667	NM_001033504	+
chr17	31254927	31268667	NM_001301746	+
chr17	31856805	31860779	NR_037584	-
chr17	32612686	32615199	NM_002986	+
chr17	32597234	32599261	NM_006273	+
chr17	32582295	32584220	NM_002982	+
chr17	32687346	32690252	NM_002981	-
chr17	32683470	32685629	NM_005408	+
chr17	32646065	32648421	NM_005623	+
chr17	32907767	32966337	NM_207313	+
chr17	32901141	32906388	NM_207454	-
chr17	33288548	33290205	NM_052857	+
chr17	33254877	33288528	NM_001193530	-
chr17	33254877	33288528	NM_001193529	-
chr17	33254877	33288528	NM_006584	-
chr17	33336130	33416348	NR_037713	-
chr17	33307516	33332088	NM_013975	+
chr17	33307516	33330191	NM_002311	+
chr17	33336130	33390759	NM_001017368	-
chr17	33426810	33446888	NM_001142571	-
chr17	33458340	33469334	NM_018096	-
chr17	33458340	33469270	NM_001014445	-
chr17	33426810	33446888	NM_133629	-
chr17	33426810	33446888	NM_002878	-
chr17	33519538	33521412	NM_152462	-
chr17	33426810	33446888	NR_037711	-
chr17	33448630	33457751	NM_017559	+
chr17	33474835	33516364	NM_173167	+
chr17	33426810	33446888	NR_037712	-
chr17	33474835	33516364	NM_001033576	+
chr17	33474835	33516364	NM_001267052	+
chr17	33570085	33594761	NM_144975	+
chr17	33737940	33759543	NM_018042	-
chr17	33801941	33814758	NM_001195790	-
chr17	33737940	33760195	NM_001289009	-
chr17	33762114	33775856	NM_144682	-
chr17	33900675	33900772	NR_003037	+
chr17	33901813	33905656	NM_000286	-
chr17	33875143	33885110	NM_001129820	-
chr17	34058678	34070540	NM_033315	+
chr17	34083267	34122711	NR_111988	-
chr17	34136458	34174246	NM_139215	+
chr17	34198495	34207377	NM_002985	-
chr17	34181959	34195895	NM_152781	-
chr17	34087915	34092098	NM_145272	+
chr17	34136458	34174246	NM_003487	+
chr17	34092875	34122711	NM_032950	-
chr17	34105508	34122711	NM_001032278	-
chr17	34198495	34207377	NM_001278736	-
chr17	34092875	34122711	NM_024302	-
chr17	34231223	34238027	NR_126038	-
chr17	34310691	34313764	NM_032963	-
chr17	34310691	34313764	NM_032962	-
chr17	34245084	34257780	NM_145654	-
chr17	34245084	34257303	NM_001163124	-
chr17	34324617	34329084	NM_032965	-
chr17	34303534	34308523	NM_004590	-
chr17	34245084	34257303	NM_001163122	-
chr17	34249481	34257303	NM_001163125	-
chr17	34245084	34257780	NM_001163121	-
chr17	34245084	34257780	NM_001163120	-
chr17	34261522	34270703	NM_001199951	-
chr17	34245084	34257303	NR_028000	-
chr17	34245084	34257303	NM_001163130	-
chr17	34261522	34266560	NM_020426	-
chr17	34310691	34329084	NR_027921	-
chr17	34245084	34257780	NR_027996	-
chr17	34245084	34257303	NR_027999	-
chr17	34245084	34257780	NR_027998	-
chr17	34245084	34257780	NR_027997	-
chr17	34249481	34257780	NM_001034836	-
chr17	34310691	34329084	NR_027922	-
chr17	34431219	34433014	NM_002984	+
chr17	34415602	34417506	NM_002983	-
chr17	34391631	34398841	NM_002988	+
chr17	34522267	34524147	NM_001001437	-
chr17	34538309	34540280	NR_111969	+
chr17	34538464	34540280	NR_111970	+
chr17	34538309	34540280	NM_207007	+
chr17	34538464	34540280	NM_001291473	+
chr17	34538464	34540280	NM_001291474	+
chr17	34538464	34540280	NM_001291475	+
chr17	34581084	34591996	NM_032258	-
chr17	34538464	34540280	NM_001291471	+
chr17	34538464	34540280	NM_001291472	+
chr17	34538464	34540280	NM_001291470	+
chr17	34538464	34540280	NM_001291468	+
chr17	34538464	34540280	NM_001291469	+
chr17	34522268	34524157	NM_021006	-
chr17	34581028	34591996	NM_001123392	-
chr17	34581084	34591982	NM_001291462	-
chr17	34623841	34625731	NM_021006	-
chr17	34623841	34625721	NM_001001437	-
chr17	34640030	34641846	NR_111970	+
chr17	34639875	34641846	NM_207007	+
chr17	34640030	34641846	NM_001291473	+
chr17	34640030	34641846	NM_001291468	+
chr17	34639875	34641846	NR_111969	+
chr17	34623841	34625731	NR_111964	-
chr17	34746062	34757007	NM_001123392	-
chr17	34746118	34808060	NM_032258	-
chr17	34797171	34808092	NM_001001417	-
chr17	34842470	34851665	NM_001281433	+
chr17	34842470	34855154	NM_001281432	+
chr17	34842470	34851665	NM_004773	+
chr17	34842470	34851665	NR_104010	+
chr17	34842470	34851665	NM_001281434	+
chr17	34842470	34851665	NR_104009	+
chr17	34842470	34855154	NR_104011	+
chr17	34746118	34756993	NM_001291462	-
chr17	34868916	34891305	NM_001033580	-
chr17	34891402	34895150	NM_178517	+
chr17	34958024	34965407	NM_024864	+
chr17	34900736	34946276	NM_024835	+
chr17	34948225	34957233	NM_024308	+
chr17	35294771	35301915	NM_005568	+
chr17	35391041	35391110	NR_036056	+
chr17	35732984	35749662	NM_173625	+
chr17	35849950	35873588	NM_007026	+
chr17	35969789	36003493	NM_007010	-
chr17	35969789	36003493	NM_001291476	-
chr17	35974975	35975084	NR_106744	-
chr17	36046433	36105096	NM_001165923	-
chr17	36046433	36105096	NM_000458	-
chr17	36284004	36295098	NM_001123391	+
chr17	36284018	36294915	NM_001291466	+
chr17	36202572	36244363	NR_024178	-
chr17	36284016	36294915	NM_001291464	+
chr17	36284002	36294915	NM_032258	+
chr17	36284016	36294915	NM_001291463	+
chr17	36284016	36294915	NM_001291465	+
chr17	36284002	36294971	NM_001123392	+
chr17	36284002	36294915	NM_001291459	+
chr17	36284016	36294915	NM_001291462	+
chr17	36283976	36294915	NM_001001418	+
chr17	36337710	36348623	NM_032258	-
chr17	36337710	36348607	NM_001291466	-
chr17	36337710	36348609	NM_001291463	-
chr17	36337654	36348623	NM_001123392	-
chr17	36337527	36348621	NM_001123391	-
chr17	36337710	36348623	NM_001291459	-
chr17	36337710	36348609	NM_001291464	-
chr17	36351795	36413256	NR_036750	-
chr17	36337710	36348609	NM_001291462	-
chr17	36337710	36348609	NM_001291465	-
chr17	36337710	36348649	NM_001001418	-
chr17	36452988	36479101	NM_001278279	+
chr17	36481492	36499693	NM_001004334	-
chr17	36508006	36561846	NM_014598	+
chr17	36452988	36479101	NM_032351	+
chr17	36584719	36668628	NM_001199417	+
chr17	36827958	36831187	NM_001130677	-
chr17	36861872	36886056	NM_005937	+
chr17	36908965	36920484	NM_002795	+
chr17	36921943	36956158	NM_003559	-
chr17	36858514	36858584	NR_039887	-
chr17	36875943	36876001	NR_039879	+
chr17	36886509	36891858	NM_001136498	+
chr17	36890149	36904558	NM_007144	-
chr17	36908965	36920484	NR_104195	+
chr17	36908965	36920484	NR_104194	+
chr17	37026111	37078023	NM_006148	+
chr17	37026111	37078023	NR_073384	+
chr17	37081420	37085637	NR_038847	+
chr17	37026111	37078023	NM_001271608	+
chr17	36982090	36982145	NR_039880	+
chr17	36991340	36997642	NM_001080465	-
chr17	37006320	37010053	NM_000978	-
chr17	37071231	37071295	NR_106837	+
chr17	37009115	37009248	NR_002576	-
chr17	37186158	37209458	NR_033753	+
chr17	37313146	37322414	NM_001143968	-
chr17	37333388	37353956	NM_199248	-
chr17	37329708	37353956	NM_000723	-
chr17	37333388	37353956	NM_199247	-
chr17	37356535	37360980	NM_000981	+
chr17	37366788	37382040	NM_198993	-
chr17	37560537	37607527	NM_004774	-
chr17	37617763	37690818	NM_016507	+
chr17	37617763	37690818	NM_015083	+
chr17	37827374	37844323	NM_033419	-
chr17	37824705	37826728	NM_002686	+
chr17	37827374	37844323	NM_001291730	-
chr17	37827374	37844323	NM_001291728	-
chr17	37793332	37820454	NM_001165938	+
chr17	37793332	37820454	NM_001165937	+
chr17	37793332	37820454	NM_006804	+
chr17	37821598	37822807	NM_003673	+
chr17	37760020	37764175	NM_006160	-
chr17	37784750	37792878	NM_181505	+
chr17	37827374	37844323	NM_001291733	-
chr17	37827374	37844323	NM_001291732	-
chr17	37783176	37792878	NM_032192	+
chr17	37824233	37826728	NR_073461	+
chr17	37784750	37792878	NM_001242464	+
chr17	37844336	37873910	NM_001289938	+
chr17	37827374	37844323	NM_001291726	-
chr17	37913967	37934478	NM_001284516	-
chr17	37894161	37903538	NM_005310	+
chr17	37885408	37886788	NM_032339	-
chr17	37882747	37882814	NR_039881	+
chr17	37896219	37903538	NM_001242443	+
chr17	37894575	37903538	NM_001030002	+
chr17	37895023	37903538	NM_001242442	+
chr17	38024454	38034149	NM_199321	+
chr17	38060847	38074903	NM_001165959	-
chr17	38060847	38074903	NM_001165958	-
chr17	38097726	38100987	NM_001195545	+
chr17	38077295	38083884	NM_139280	-
chr17	38024454	38034149	NM_198844	+
chr17	38060847	38073793	NM_018530	-
chr17	38119225	38134019	NM_178171	+
chr17	38060847	38074903	NM_001042471	-
chr17	38171613	38174066	NM_172220	+
chr17	38171613	38174066	NM_172219	+
chr17	38175349	38210889	NM_001079518	-
chr17	38171613	38174066	NM_000759	+
chr17	38219067	38250120	NM_003250	+
chr17	38249036	38256978	NM_021724	-
chr17	38218445	38250120	NM_001190919	+
chr17	38219067	38250120	NM_001190918	+
chr17	38171613	38174066	NM_001178147	+
chr17	38171613	38174066	NR_033662	+
chr17	38219067	38246290	NM_199334	+
chr17	38175349	38210889	NM_014815	-
chr17	38183795	38183898	NR_102369	-
chr17	38175349	38210889	NM_001267797	-
chr17	38175349	38210889	NR_052017	-
chr17	38182584	38182662	NR_106944	-
chr17	38334241	38351906	NM_016339	+
chr17	38278789	38293045	NM_001012241	+
chr17	38296506	38328431	NM_007359	+
chr17	38349848	38349915	NR_106927	+
chr17	38318185	38318254	NR_106926	+
chr17	38444145	38459413	NM_001254	+
chr17	38474472	38513895	NM_001145302	+
chr17	38474472	38513895	NM_001145301	+
chr17	38516904	38520945	NM_152219	-
chr17	38465422	38513895	NM_000964	+
chr17	38498270	38513895	NM_001024809	+
chr17	38497118	38499388	NR_110861	-
chr17	38544772	38574202	NM_001067	-
chr17	38599675	38613982	NM_001552	+
chr17	38632079	38657854	NM_032865	-
chr17	38710021	38721736	NM_001838	-
chr17	38710021	38716646	NM_001301718	-
chr17	38710021	38721736	NM_001301714	-
chr17	38710021	38717265	NM_001301716	-
chr17	38710021	38717265	NM_001301717	-
chr17	38811871	38821416	NM_152349	-
chr17	38854242	38860002	NM_019016	-
chr17	38904272	38911584	NM_181534	-
chr17	38974368	38978863	NM_000421	-
chr17	38933059	38938786	NM_181537	-
chr17	38975436	38992526	NM_001195386	+
chr17	38975343	38992526	NM_001195387	+
chr17	39017429	39023462	NM_000223	-
chr17	39032140	39041495	NM_019010	-
chr17	38948447	38956211	NM_181535	-
chr17	38975373	38992526	NM_145274	+
chr17	39114668	39123144	NM_213656	-
chr17	39149681	39150385	NM_033185	-
chr17	39078947	39093895	NM_015515	-
chr17	39155444	39156138	NM_031959	-
chr17	39164773	39165366	NM_031958	-
chr17	39182278	39183454	NM_031957	-
chr17	39078947	39093895	NM_001282433	-
chr17	39185928	39186377	NM_001257305	-
chr17	39133967	39143387	NM_182497	-
chr17	39210750	39211463	NM_033032	-
chr17	39240458	39241396	NM_033061	+
chr17	39215492	39216344	NM_001165252	-
chr17	39221367	39222131	NM_033184	-
chr17	39261640	39262740	NM_001146041	+
chr17	39315905	39316983	NM_032524	-
chr17	39279344	39280419	NM_031854	-
chr17	39253233	39254375	NM_031960	-
chr17	39196810	39197713	NM_030967	-
chr17	39305175	39306054	NM_033188	-
chr17	39273433	39274606	NM_033059	-
chr17	39295684	39296739	NM_030976	-
chr17	39202795	39203568	NM_001123387	-
chr17	39340351	39341147	NM_033060	-
chr17	39323482	39324424	NM_033187	-
chr17	39333697	39334460	NM_033062	-
chr17	39382899	39383904	NM_031961	+
chr17	39388714	39389706	NM_031962	+
chr17	39411635	39412616	NM_030975	+
chr17	39346138	39346891	NM_001190460	+
chr17	39405938	39406905	NM_033191	+
chr17	39394269	39395256	NM_031963	+
chr17	39421629	39422112	NM_001277331	+
chr17	39431949	39432459	NM_001277332	+
chr17	39533920	39538636	NM_021013	-
chr17	39463951	39465505	NM_001146182	-
chr17	39576808	39580822	NM_003770	-
chr17	39549976	39553844	NM_002277	-
chr17	39471168	39471947	NM_031964	-
chr17	39519745	39526052	NM_002279	-
chr17	39558667	39568840	NR_040111	+
chr17	39502344	39507064	NM_004138	-
chr17	39458077	39459103	NM_001257309	-
chr17	39657232	39661865	NM_002274	-
chr17	39657232	39661865	NM_153490	-
chr17	39642387	39646116	NM_003771	-
chr17	39669996	39675270	NM_002275	-
chr17	39592620	39597596	NM_006771	-
chr17	39615764	39623638	NM_002278	-
chr17	39679868	39684641	NM_002276	-
chr17	39632940	39637392	NM_002280	-
chr17	39705857	39710747	NR_038442	-
chr17	39673415	39673469	NR_106765	-
chr17	39775691	39780882	NM_000422	-
chr17	39766030	39769079	NM_005557	-
chr17	39738530	39743147	NM_000526	-
chr17	39722093	39728310	NM_000226	-
chr17	39782578	39796451	NR_033415	-
chr17	39878890	39890898	NM_001079871	-
chr17	39878890	39890898	NM_001079870	-
chr17	39910858	39942964	NM_021991	-
chr17	39878890	39890898	NM_177977	-
chr17	39868577	39872221	NM_000805	+
chr17	39958204	39968451	NM_006455	-
chr17	39910858	39942964	NM_002230	-
chr17	40023178	40075272	NM_001096	-
chr17	39994042	40004599	NM_152467	+
chr17	39981333	39992523	NM_052935	-
chr17	40023178	40075272	NM_198830	-
chr17	40009798	40021629	NM_018143	-
chr17	39981333	39992523	NR_033465	-
chr17	39981333	39992488	NR_033464	-
chr17	40172086	40177656	NM_001144928	+
chr17	40118758	40129754	NM_033133	+
chr17	40128438	40169183	NM_001144766	-
chr17	40177593	40190044	NM_001242704	-
chr17	40172086	40177656	NM_017595	+
chr17	40128438	40169715	NR_029431	-
chr17	40128438	40169715	NM_003315	-
chr17	40172086	40177656	NM_001144929	+
chr17	40172086	40177656	NM_001144927	+
chr17	40169593	40177656	NM_001001349	+
chr17	40253421	40264751	NM_024119	-
chr17	40336077	40337470	NM_001524	-
chr17	40265128	40273382	NM_021078	-
chr17	40276993	40307062	NM_004583	-
chr17	40341104	40346550	NM_032484	-
chr17	40274755	40275371	NM_033194	+
chr17	40308909	40333296	NM_012285	-
chr17	40341104	40346550	NM_001142623	-
chr17	40276993	40307062	NM_201434	-
chr17	40276993	40307062	NM_001252039	-
chr17	40439564	40463960	NM_003152	+
chr17	40440073	40463960	NM_001288720	+
chr17	40439884	40463960	NM_001288718	+
chr17	40440073	40463960	NM_001288719	+
chr17	40554466	40575338	NM_012232	-
chr17	40703983	40707232	NM_000413	+
chr17	40719077	40725221	NM_198205	+
chr17	40687950	40696466	NM_000263	+
chr17	40724327	40729849	NM_016556	-
chr17	40724327	40729849	NM_013290	-
chr17	40731525	40761445	NM_178126	-
chr17	40714091	40718299	NM_025233	+
chr17	40714091	40718299	NM_001042532	+
chr17	40724327	40729849	NM_001256016	-
chr17	40731525	40761445	NR_026697	-
chr17	40666205	40666325	NR_049808	+
chr17	40724327	40729734	NR_045671	-
chr17	40724327	40729849	NR_045670	-
chr17	40724327	40729849	NR_045669	-
chr17	40719077	40725221	NM_198204	+
chr17	40719077	40725221	NM_170607	+
chr17	40724327	40729849	NM_001256015	-
chr17	40724327	40729734	NM_001256014	-
chr17	40714091	40718299	NM_001042529	+
chr17	40819932	40829048	NM_024927	-
chr17	40831419	40833845	NM_016602	-
chr17	40811265	40819024	NM_016437	+
chr17	40834631	40852011	NM_003632	+
chr17	40819931	40828108	NR_073574	-
chr17	40819931	40829048	NR_073573	-
chr17	40860101	40860169	NR_106838	-
chr17	41019161	41021234	NR_002773	+
chr17	40932648	40949084	NM_032387	+
chr17	41003200	41010147	NM_003734	+
chr17	40985158	40995777	NM_176863	+
chr17	40996608	41002724	NM_009590	+
chr17	40925453	40931618	NM_032353	+
chr17	40913211	40915060	NM_005854	+
chr17	40996608	41002724	NM_001158	+
chr17	40985158	40995777	NM_001267045	+
chr17	40905946	40913275	NR_024461	-
chr17	40985158	40995777	NM_005789	+
chr17	40949635	40950743	NM_001040431	-
chr17	40950853	40963605	NM_173478	+
chr17	41003200	41010147	NM_001277731	+
chr17	40905946	40913275	NR_024462	-
chr17	40962149	40976310	NM_003766	-
chr17	40985158	40995777	NR_049772	+
chr17	41003200	41010147	NR_102422	+
chr17	41005259	41010147	NM_001277732	+
chr17	40975897	40975961	NR_106839	-
chr17	41052813	41066450	NM_000151	+
chr17	41150445	41154971	NM_000988	+
chr17	41120104	41132545	NM_001142654	-
chr17	41120104	41132545	NM_001142653	-
chr17	41132581	41145707	NM_173079	+
chr17	41102542	41116515	NM_001261434	-
chr17	41102542	41132545	NM_001136042	-
chr17	41102542	41132020	NM_025267	-
chr17	41120104	41132545	NM_001261430	-
chr17	41026690	41050751	NR_027254	-
chr17	41052813	41066450	NM_001270397	+
chr17	41166621	41174459	NM_006373	-
chr17	41158741	41166476	NM_005533	+
chr17	41196311	41277500	NM_007300	-
chr17	41196311	41277340	NR_027676	-
chr17	41196311	41276132	NM_007298	-
chr17	41196311	41277468	NM_007297	-
chr17	41196311	41277500	NM_007294	-
chr17	41196311	41277468	NM_007299	-
chr17	41177257	41184058	NM_005440	+
chr17	41322986	41363708	NM_005899	+
chr17	41322986	41361876	NM_001291571	+
chr17	41322986	41363708	NM_001291572	+
chr17	41373436	41381062	NR_047479	-
chr17	41322487	41363708	NM_031862	+
chr17	41300383	41322420	NR_110868	-
chr17	41363845	41372057	NM_001291587	+
chr17	41363845	41372057	NM_001291586	+
chr17	41363845	41372057	NM_001291588	+
chr17	41363845	41372057	NM_145041	+
chr17	41476352	41478504	NM_001661	+
chr17	41522173	41522253	NR_031751	+
chr17	41447212	41466266	NR_027412	-
chr17	41453295	41466266	NR_027413	-
chr17	41605210	41623305	NM_001986	-
chr17	41605210	41623800	NM_001079675	-
chr17	41605210	41607803	NM_001261439	-
chr17	41605210	41623305	NM_001261438	-
chr17	41605210	41623800	NM_001261437	-
chr17	41561284	41601686	NM_004941	+
chr17	41561284	41604164	NM_001302623	+
chr17	41717757	41738931	NM_004527	-
chr17	41717757	41738931	NM_013999	-
chr17	41717757	41739262	NM_001040002	-
chr17	41857802	41862054	NM_001136483	+
chr17	41924515	41935602	NM_001168323	+
chr17	41878166	41910547	NM_001932	-
chr17	41878166	41910547	NR_003562	-
chr17	41924515	41940997	NM_145273	+
